ContractSuffix,OptionRoot,OptionType,DeltaPct,TargetDelta,N,Corr,StartDate,EndDate
(Dec 25),VIX,p,0.1,-0.001,53,,2025-03-27,2025-12-16
(Dec 25),VIX,p,0.5,-0.005,51,,2025-03-27,2025-12-16
(Dec 25),VIX,p,1.0,-0.01,106,,2025-03-27,2025-12-16
(Dec 25),VIX,p,2.0,-0.02,171,,2025-03-27,2025-12-16
(Dec 25),VIX,p,5.0,-0.05,182,,2025-03-27,2025-12-16
(Dec 25),VIX,p,10.0,-0.1,182,,2025-03-27,2025-12-16
(Dec 25),VIX,p,15.0,-0.15,182,,2025-03-27,2025-12-16
(Dec 25),VIX,p,20.0,-0.2,182,,2025-03-27,2025-12-16
(Dec 25),VIX,p,25.0,-0.25,182,0.18029237184756214,2025-03-27,2025-12-16
(Dec 25),VIX,p,30.0,-0.3,182,-0.19500648062773163,2025-03-27,2025-12-16
(Dec 25),VIX,p,35.0,-0.35,182,0.27760389872073044,2025-03-27,2025-12-16
(Dec 25),VIX,p,40.0,-0.4,182,0.10933305997408709,2025-03-27,2025-12-16
(Dec 25),VIX,p,45.0,-0.45,182,0.3197263254822232,2025-03-27,2025-12-16
(Dec 25),VIX,p,50.0,-0.5,182,0.4354381120193633,2025-03-27,2025-12-16
(Dec 25),SPX,c,0.1,0.001,157,,2024-07-03,2026-01-15
(Dec 25),SPX,c,0.5,0.005,186,,2024-07-03,2026-01-15
(Dec 25),SPX,c,1.0,0.01,186,-0.01996314505371086,2024-07-03,2026-01-15
(Dec 25),SPX,c,2.0,0.02,186,0.0637002514140143,2024-07-03,2026-01-15
(Dec 25),SPX,c,5.0,0.05,186,0.1715627401791098,2024-07-03,2026-01-15
(Dec 25),SPX,c,10.0,0.1,186,0.3338947712690748,2024-07-03,2026-01-15
(Dec 25),SPX,c,15.0,0.15,186,0.4411099732217565,2024-07-03,2026-01-15
(Dec 25),SPX,c,20.0,0.2,186,0.4812273824499403,2024-07-03,2026-01-15
(Dec 25),SPX,c,25.0,0.25,186,0.5996102669364917,2024-07-03,2026-01-15
(Dec 25),SPX,c,30.0,0.3,186,0.655205768511586,2024-07-03,2026-01-15
(Dec 25),SPX,c,35.0,0.35,186,0.7253720825544632,2024-07-03,2026-01-15
(Dec 25),SPX,c,40.0,0.4,186,0.8065266022967529,2024-07-03,2026-01-15
(Dec 25),SPX,c,45.0,0.45,186,0.8157644534747392,2024-07-03,2026-01-15
(Dec 25),SPX,c,50.0,0.5,186,0.7849609019900372,2024-07-03,2026-01-15
(Dec 25),VIX,c,0.1,0.001,158,,2025-03-27,2025-12-16
(Dec 25),VIX,c,0.5,0.005,158,,2025-03-27,2025-12-16
(Dec 25),VIX,c,1.0,0.01,174,,2025-03-27,2025-12-16
(Dec 25),VIX,c,2.0,0.02,176,,2025-03-27,2025-12-16
(Dec 25),VIX,c,5.0,0.05,181,,2025-03-27,2025-12-16
(Dec 25),VIX,c,10.0,0.1,179,,2025-03-27,2025-12-16
(Dec 25),VIX,c,15.0,0.15,182,,2025-03-27,2025-12-16
(Dec 25),VIX,c,20.0,0.2,182,,2025-03-27,2025-12-16
(Dec 25),VIX,c,25.0,0.25,182,,2025-03-27,2025-12-16
(Dec 25),VIX,c,30.0,0.3,182,0.10759906498375453,2025-03-27,2025-12-16
(Dec 25),VIX,c,35.0,0.35,182,0.2664664059684861,2025-03-27,2025-12-16
(Dec 25),VIX,c,40.0,0.4,182,,2025-03-27,2025-12-16
(Dec 25),VIX,c,45.0,0.45,182,,2025-03-27,2025-12-16
(Dec 25),VIX,c,50.0,0.5,182,0.33420178444485477,2025-03-27,2025-12-16
(Jan 26),SPX,p,0.1,-0.001,189,0.18239289712499426,2025-01-16,2026-02-19
(Jan 26),SPX,p,0.5,-0.005,189,0.39865808913635387,2025-01-16,2026-02-19
(Jan 26),SPX,p,1.0,-0.01,189,0.45883234055464284,2025-01-16,2026-02-19
(Jan 26),SPX,p,2.0,-0.02,189,0.7267199495802926,2025-01-16,2026-02-19
(Jan 26),SPX,p,5.0,-0.05,189,0.8276405817810798,2025-01-16,2026-02-19
(Jan 26),SPX,p,10.0,-0.1,189,0.8582805868881286,2025-01-16,2026-02-19
(Jan 26),SPX,p,15.0,-0.15,189,0.8780221414893317,2025-01-16,2026-02-19
(Jan 26),SPX,p,20.0,-0.2,189,0.8806558669998193,2025-01-16,2026-02-19
(Jan 26),SPX,p,25.0,-0.25,189,0.8650518520045983,2025-01-16,2026-02-19
(Jan 26),SPX,p,30.0,-0.3,189,0.880351231017947,2025-01-16,2026-02-19
(Jan 26),SPX,p,35.0,-0.35,189,0.8709730143308794,2025-01-16,2026-02-19
(Jan 26),SPX,p,40.0,-0.4,189,0.860840813313377,2025-01-16,2026-02-19
(Jan 26),SPX,p,45.0,-0.45,189,0.8850024413036016,2025-01-16,2026-02-19
(Jan 26),SPX,p,50.0,-0.5,189,0.8703892318797397,2025-01-16,2026-02-19
(Jan 26),VIX,p,0.1,-0.001,30,,2025-04-24,2026-01-20
(Jan 26),VIX,p,0.5,-0.005,19,,2025-04-24,2026-01-20
(Jan 26),VIX,p,1.0,-0.01,50,,2025-04-24,2026-01-20
(Jan 26),VIX,p,2.0,-0.02,163,,2025-04-24,2026-01-20
(Jan 26),VIX,p,5.0,-0.05,182,,2025-04-24,2026-01-20
(Jan 26),VIX,p,10.0,-0.1,185,,2025-04-24,2026-01-20
(Jan 26),VIX,p,15.0,-0.15,185,0.13024158296038438,2025-04-24,2026-01-20
(Jan 26),VIX,p,20.0,-0.2,185,0.20727225195828866,2025-04-24,2026-01-20
(Jan 26),VIX,p,25.0,-0.25,185,0.011411939029962355,2025-04-24,2026-01-20
(Jan 26),VIX,p,30.0,-0.3,185,0.010261767567686458,2025-04-24,2026-01-20
(Jan 26),VIX,p,35.0,-0.35,185,0.11120123640849561,2025-04-24,2026-01-20
(Jan 26),VIX,p,40.0,-0.4,185,0.2858616409489988,2025-04-24,2026-01-20
(Jan 26),VIX,p,45.0,-0.45,185,0.01011577444295119,2025-04-24,2026-01-20
(Jan 26),VIX,p,50.0,-0.5,185,0.18994672526922268,2025-04-24,2026-01-20
(Jan 26),SPX,c,0.1,0.001,145,,2025-01-16,2026-02-19
(Jan 26),SPX,c,0.5,0.005,189,-0.08874205207903878,2025-01-16,2026-02-19
(Jan 26),SPX,c,1.0,0.01,189,-0.03665712854819414,2025-01-16,2026-02-19
(Jan 26),SPX,c,2.0,0.02,189,-0.03691875909200931,2025-01-16,2026-02-19
(Jan 26),SPX,c,5.0,0.05,189,0.08751129499424806,2025-01-16,2026-02-19
(Jan 26),SPX,c,10.0,0.1,189,0.19382988678969262,2025-01-16,2026-02-19
(Jan 26),SPX,c,15.0,0.15,189,0.3949838590469013,2025-01-16,2026-02-19
(Jan 26),SPX,c,20.0,0.2,189,0.5311403778819284,2025-01-16,2026-02-19
(Jan 26),SPX,c,25.0,0.25,189,0.6259722540434725,2025-01-16,2026-02-19
(Jan 26),SPX,c,30.0,0.3,189,0.6372712142744124,2025-01-16,2026-02-19
(Jan 26),SPX,c,35.0,0.35,189,0.7130711123723789,2025-01-16,2026-02-19
(Jan 26),SPX,c,40.0,0.4,189,0.7819876806772424,2025-01-16,2026-02-19
(Jan 26),SPX,c,45.0,0.45,189,0.8057455909008556,2025-01-16,2026-02-19
(Jan 26),SPX,c,50.0,0.5,189,0.7744610913034756,2025-01-16,2026-02-19
(Jan 26),VIX,c,0.1,0.001,154,,2025-04-24,2026-01-20
(Jan 26),VIX,c,0.5,0.005,158,,2025-04-24,2026-01-20
(Jan 26),VIX,c,1.0,0.01,179,,2025-04-24,2026-01-20
(Jan 26),VIX,c,2.0,0.02,182,,2025-04-24,2026-01-20
(Jan 26),VIX,c,5.0,0.05,180,,2025-04-24,2026-01-20
(Jan 26),VIX,c,10.0,0.1,184,,2025-04-24,2026-01-20
(Jan 26),VIX,c,15.0,0.15,185,0.005957897274075111,2025-04-24,2026-01-20
(Jan 26),VIX,c,20.0,0.2,185,0.010665772887012303,2025-04-24,2026-01-20
(Jan 26),VIX,c,25.0,0.25,185,0.01008787136862908,2025-04-24,2026-01-20
(Jan 26),VIX,c,30.0,0.3,185,0.027225644862050483,2025-04-24,2026-01-20
(Jan 26),VIX,c,35.0,0.35,185,0.04759359367522361,2025-04-24,2026-01-20
(Jan 26),VIX,c,40.0,0.4,185,0.3114290822678559,2025-04-24,2026-01-20
(Jan 26),VIX,c,45.0,0.45,185,0.01997907548472735,2025-04-24,2026-01-20
(Jan 26),VIX,c,50.0,0.5,185,0.011017704007075252,2025-04-24,2026-01-20
(Feb 26),SPX,p,0.1,-0.001,183,0.12996481762145218,2024-11-25,2026-03-19
(Feb 26),SPX,p,0.5,-0.005,183,0.3535861062719114,2024-11-25,2026-03-19
(Feb 26),SPX,p,1.0,-0.01,183,0.6710745335733509,2024-11-25,2026-03-19
(Feb 26),SPX,p,2.0,-0.02,183,0.801936057185227,2024-11-25,2026-03-19
(Feb 26),SPX,p,5.0,-0.05,183,0.867093431955895,2024-11-25,2026-03-19
(Feb 26),SPX,p,10.0,-0.1,183,0.8878739175994423,2024-11-25,2026-03-19
(Feb 26),SPX,p,15.0,-0.15,183,0.8983793805073957,2024-11-25,2026-03-19
(Feb 26),SPX,p,20.0,-0.2,183,0.899368449935146,2024-11-25,2026-03-19
(Feb 26),SPX,p,25.0,-0.25,183,0.8994712661794535,2024-11-25,2026-03-19
(Feb 26),SPX,p,30.0,-0.3,183,0.9014581093716079,2024-11-25,2026-03-19
(Feb 26),SPX,p,35.0,-0.35,183,0.9117197090124196,2024-11-25,2026-03-19
(Feb 26),SPX,p,40.0,-0.4,183,0.9109745058103073,2024-11-25,2026-03-19
(Feb 26),SPX,p,45.0,-0.45,183,0.8874004772455648,2024-11-25,2026-03-19
(Feb 26),SPX,p,50.0,-0.5,183,0.8868242668261112,2024-11-25,2026-03-19
(Feb 26),VIX,p,0.1,-0.001,16,,2025-05-29,2026-02-17
(Feb 26),VIX,p,0.5,-0.005,11,,2025-05-29,2026-02-17
(Feb 26),VIX,p,1.0,-0.01,28,,2025-05-29,2026-02-17
(Feb 26),VIX,p,2.0,-0.02,148,,2025-05-29,2026-02-17
(Feb 26),VIX,p,5.0,-0.05,180,,2025-05-29,2026-02-17
(Feb 26),VIX,p,10.0,-0.1,180,0.25584195042225544,2025-05-29,2026-02-17
(Feb 26),VIX,p,15.0,-0.15,180,0.4173065394946847,2025-05-29,2026-02-17
(Feb 26),VIX,p,20.0,-0.2,180,0.5631051534884075,2025-05-29,2026-02-17
(Feb 26),VIX,p,25.0,-0.25,180,0.41776713708337126,2025-05-29,2026-02-17
(Feb 26),VIX,p,30.0,-0.3,180,0.6072606535056745,2025-05-29,2026-02-17
(Feb 26),VIX,p,35.0,-0.35,180,0.6682182662446342,2025-05-29,2026-02-17
(Feb 26),VIX,p,40.0,-0.4,180,0.727717133459578,2025-05-29,2026-02-17
(Feb 26),VIX,p,45.0,-0.45,180,0.7038109313614754,2025-05-29,2026-02-17
(Feb 26),VIX,p,50.0,-0.5,180,0.6538486983724738,2025-05-29,2026-02-17
(Feb 26),SPX,c,0.1,0.001,163,,2024-11-25,2026-03-19
(Feb 26),SPX,c,0.5,0.005,183,-0.055808926006169705,2024-11-25,2026-03-19
(Feb 26),SPX,c,1.0,0.01,183,-0.005061005930462268,2024-11-25,2026-03-19
(Feb 26),SPX,c,2.0,0.02,183,0.08649144070546591,2024-11-25,2026-03-19
(Feb 26),SPX,c,5.0,0.05,183,0.10244582717207835,2024-11-25,2026-03-19
(Feb 26),SPX,c,10.0,0.1,183,0.2597850836062643,2024-11-25,2026-03-19
(Feb 26),SPX,c,15.0,0.15,183,0.3803201990412037,2024-11-25,2026-03-19
(Feb 26),SPX,c,20.0,0.2,183,0.5365328050148925,2024-11-25,2026-03-19
(Feb 26),SPX,c,25.0,0.25,183,0.6081918003815279,2024-11-25,2026-03-19
(Feb 26),SPX,c,30.0,0.3,183,0.6762441537976901,2024-11-25,2026-03-19
(Feb 26),SPX,c,35.0,0.35,183,0.7554401517960097,2024-11-25,2026-03-19
(Feb 26),SPX,c,40.0,0.4,183,0.7715067513989036,2024-11-25,2026-03-19
(Feb 26),SPX,c,45.0,0.45,183,0.8147108024471692,2024-11-25,2026-03-19
(Feb 26),SPX,c,50.0,0.5,183,0.8227430781805902,2024-11-25,2026-03-19
(Feb 26),VIX,c,0.1,0.001,149,,2025-05-29,2026-02-17
(Feb 26),VIX,c,0.5,0.005,150,,2025-05-29,2026-02-17
(Feb 26),VIX,c,1.0,0.01,175,,2025-05-29,2026-02-17
(Feb 26),VIX,c,2.0,0.02,178,,2025-05-29,2026-02-17
(Feb 26),VIX,c,5.0,0.05,180,,2025-05-29,2026-02-17
(Feb 26),VIX,c,10.0,0.1,180,0.042139721495349176,2025-05-29,2026-02-17
(Feb 26),VIX,c,15.0,0.15,180,0.08762360744421296,2025-05-29,2026-02-17
(Feb 26),VIX,c,20.0,0.2,180,0.44434216705653706,2025-05-29,2026-02-17
(Feb 26),VIX,c,25.0,0.25,180,0.5389676897303209,2025-05-29,2026-02-17
(Feb 26),VIX,c,30.0,0.3,180,0.6133092212802912,2025-05-29,2026-02-17
(Feb 26),VIX,c,35.0,0.35,180,0.6421059628028827,2025-05-29,2026-02-17
(Feb 26),VIX,c,40.0,0.4,180,0.7111700862160397,2025-05-29,2026-02-17
(Feb 26),VIX,c,45.0,0.45,180,0.7073281777971903,2025-05-29,2026-02-17
(Feb 26),VIX,c,50.0,0.5,180,0.7195356165721079,2025-05-29,2026-02-17
(Mar 26),SPX,p,0.1,-0.001,185,0.12587408363809477,2025-03-20,2026-04-14
(Mar 26),SPX,p,0.5,-0.005,185,0.49376188123012776,2025-03-20,2026-04-14
(Mar 26),SPX,p,1.0,-0.01,185,0.5860242436734578,2025-03-20,2026-04-14
(Mar 26),SPX,p,2.0,-0.02,185,0.7899637547021798,2025-03-20,2026-04-14
(Mar 26),SPX,p,5.0,-0.05,185,0.8566439004794045,2025-03-20,2026-04-14
(Mar 26),SPX,p,10.0,-0.1,185,0.8730972921299197,2025-03-20,2026-04-14
(Mar 26),SPX,p,15.0,-0.15,185,0.8625765133595231,2025-03-20,2026-04-14
(Mar 26),SPX,p,20.0,-0.2,185,0.8889373020375153,2025-03-20,2026-04-14
(Mar 26),SPX,p,25.0,-0.25,185,0.8878814260654678,2025-03-20,2026-04-14
(Mar 26),SPX,p,30.0,-0.3,185,0.8920523193710893,2025-03-20,2026-04-14
(Mar 26),SPX,p,35.0,-0.35,185,0.8972698513183781,2025-03-20,2026-04-14
(Mar 26),SPX,p,40.0,-0.4,185,0.8861522010432771,2025-03-20,2026-04-14
(Mar 26),SPX,p,45.0,-0.45,185,0.8780910980790112,2025-03-20,2026-04-14
(Mar 26),SPX,p,50.0,-0.5,185,0.8770130298416707,2025-03-20,2026-04-14
(Mar 26),VIX,p,0.1,-0.001,8,,2025-06-26,2026-03-17
(Mar 26),VIX,p,0.5,-0.005,6,,2025-06-26,2026-03-17
(Mar 26),VIX,p,1.0,-0.01,25,,2025-06-26,2026-03-17
(Mar 26),VIX,p,2.0,-0.02,164,,2025-06-26,2026-03-17
(Mar 26),VIX,p,5.0,-0.05,181,,2025-06-26,2026-03-17
(Mar 26),VIX,p,10.0,-0.1,181,0.10488546884197944,2025-06-26,2026-03-17
(Mar 26),VIX,p,15.0,-0.15,181,0.4718603640562428,2025-06-26,2026-03-17
(Mar 26),VIX,p,20.0,-0.2,181,0.5281821923268628,2025-06-26,2026-03-17
(Mar 26),VIX,p,25.0,-0.25,181,0.5290411835269991,2025-06-26,2026-03-17
(Mar 26),VIX,p,30.0,-0.3,181,0.5586666346542396,2025-06-26,2026-03-17
(Mar 26),VIX,p,35.0,-0.35,181,0.6691601477747278,2025-06-26,2026-03-17
(Mar 26),VIX,p,40.0,-0.4,181,0.7208215471836821,2025-06-26,2026-03-17
(Mar 26),VIX,p,45.0,-0.45,181,0.7016280051048981,2025-06-26,2026-03-17
(Mar 26),VIX,p,50.0,-0.5,181,0.7601345347312126,2025-06-26,2026-03-17
(Mar 26),SPX,c,0.1,0.001,171,,2025-03-20,2026-04-14
(Mar 26),SPX,c,0.5,0.005,185,0.032676705126096765,2025-03-20,2026-04-14
(Mar 26),SPX,c,1.0,0.01,185,0.02829703768632248,2025-03-20,2026-04-14
(Mar 26),SPX,c,2.0,0.02,185,0.08640111611877328,2025-03-20,2026-04-14
(Mar 26),SPX,c,5.0,0.05,185,0.08836558684098504,2025-03-20,2026-04-14
(Mar 26),SPX,c,10.0,0.1,185,0.287474149024778,2025-03-20,2026-04-14
(Mar 26),SPX,c,15.0,0.15,185,0.2597200475946962,2025-03-20,2026-04-14
(Mar 26),SPX,c,20.0,0.2,185,0.37356825983037223,2025-03-20,2026-04-14
(Mar 26),SPX,c,25.0,0.25,185,0.6250305971735949,2025-03-20,2026-04-14
(Mar 26),SPX,c,30.0,0.3,185,0.6933589546140244,2025-03-20,2026-04-14
(Mar 26),SPX,c,35.0,0.35,185,0.7603528011998758,2025-03-20,2026-04-14
(Mar 26),SPX,c,40.0,0.4,185,0.7603981443497523,2025-03-20,2026-04-14
(Mar 26),SPX,c,45.0,0.45,185,0.8039832358171306,2025-03-20,2026-04-14
(Mar 26),SPX,c,50.0,0.5,185,0.8090435121149436,2025-03-20,2026-04-14
(Mar 26),VIX,c,0.1,0.001,155,,2025-06-26,2026-03-17
(Mar 26),VIX,c,0.5,0.005,158,,2025-06-26,2026-03-17
(Mar 26),VIX,c,1.0,0.01,179,,2025-06-26,2026-03-17
(Mar 26),VIX,c,2.0,0.02,181,,2025-06-26,2026-03-17
(Mar 26),VIX,c,5.0,0.05,181,,2025-06-26,2026-03-17
(Mar 26),VIX,c,10.0,0.1,181,0.21456133667953017,2025-06-26,2026-03-17
(Mar 26),VIX,c,15.0,0.15,181,0.47219603601654664,2025-06-26,2026-03-17
(Mar 26),VIX,c,20.0,0.2,181,0.5586390750040094,2025-06-26,2026-03-17
(Mar 26),VIX,c,25.0,0.25,181,0.6562765062700004,2025-06-26,2026-03-17
(Mar 26),VIX,c,30.0,0.3,181,0.7638622102663342,2025-06-26,2026-03-17
(Mar 26),VIX,c,35.0,0.35,181,0.782400592723283,2025-06-26,2026-03-17
(Mar 26),VIX,c,40.0,0.4,181,0.7640047106913213,2025-06-26,2026-03-17
(Mar 26),VIX,c,45.0,0.45,181,0.7125809910738062,2025-06-26,2026-03-17
(Mar 26),VIX,c,50.0,0.5,181,0.7298267256897237,2025-06-26,2026-03-17
(Apr 26),SPX,p,0.1,-0.001,184,0.1158428538267263,2025-04-17,2026-04-14
(Apr 26),SPX,p,0.5,-0.005,184,0.32798381363390317,2025-04-17,2026-04-14
(Apr 26),SPX,p,1.0,-0.01,184,0.652531254487657,2025-04-17,2026-04-14
(Apr 26),SPX,p,2.0,-0.02,184,0.8455469797986651,2025-04-17,2026-04-14
(Apr 26),SPX,p,5.0,-0.05,184,0.8779992624263502,2025-04-17,2026-04-14
(Apr 26),SPX,p,10.0,-0.1,184,0.8840176668034341,2025-04-17,2026-04-14
(Apr 26),SPX,p,15.0,-0.15,184,0.8827921024156603,2025-04-17,2026-04-14
(Apr 26),SPX,p,20.0,-0.2,184,0.8921263569547012,2025-04-17,2026-04-14
(Apr 26),SPX,p,25.0,-0.25,184,0.8908258073591867,2025-04-17,2026-04-14
(Apr 26),SPX,p,30.0,-0.3,184,0.9041106708003556,2025-04-17,2026-04-14
(Apr 26),SPX,p,35.0,-0.35,184,0.896866046492513,2025-04-17,2026-04-14
(Apr 26),SPX,p,40.0,-0.4,184,0.8971473897486762,2025-04-17,2026-04-14
(Apr 26),SPX,p,45.0,-0.45,184,0.8918713556713628,2025-04-17,2026-04-14
(Apr 26),SPX,p,50.0,-0.5,184,0.9025994503137627,2025-04-17,2026-04-14
(Apr 26),VIX,p,0.1,-0.001,7,,2025-07-24,2026-04-14
(Apr 26),VIX,p,0.5,-0.005,6,,2025-07-24,2026-04-14
(Apr 26),VIX,p,1.0,-0.01,30,,2025-07-24,2026-04-14
(Apr 26),VIX,p,2.0,-0.02,170,,2025-07-24,2026-04-14
(Apr 26),VIX,p,5.0,-0.05,172,,2025-07-24,2026-04-14
(Apr 26),VIX,p,10.0,-0.1,180,,2025-07-24,2026-04-14
(Apr 26),VIX,p,15.0,-0.15,181,0.3641474169140423,2025-07-24,2026-04-14
(Apr 26),VIX,p,20.0,-0.2,181,0.44152695788652935,2025-07-24,2026-04-14
(Apr 26),VIX,p,25.0,-0.25,181,0.6112806302391806,2025-07-24,2026-04-14
(Apr 26),VIX,p,30.0,-0.3,181,0.5886339331965093,2025-07-24,2026-04-14
(Apr 26),VIX,p,35.0,-0.35,181,0.647939162739506,2025-07-24,2026-04-14
(Apr 26),VIX,p,40.0,-0.4,181,0.5771960185772089,2025-07-24,2026-04-14
(Apr 26),VIX,p,45.0,-0.45,181,0.6857803095776281,2025-07-24,2026-04-14
(Apr 26),VIX,p,50.0,-0.5,181,0.7213258130436846,2025-07-24,2026-04-14
(Apr 26),SPX,c,0.1,0.001,175,,2025-04-17,2026-04-14
(Apr 26),SPX,c,0.5,0.005,184,-0.14359475437159167,2025-04-17,2026-04-14
(Apr 26),SPX,c,1.0,0.01,184,0.013480519673981395,2025-04-17,2026-04-14
(Apr 26),SPX,c,2.0,0.02,184,0.0400010793775143,2025-04-17,2026-04-14
(Apr 26),SPX,c,5.0,0.05,184,0.14503013637414325,2025-04-17,2026-04-14
(Apr 26),SPX,c,10.0,0.1,184,0.30080350817908486,2025-04-17,2026-04-14
(Apr 26),SPX,c,15.0,0.15,184,0.3423187690715324,2025-04-17,2026-04-14
(Apr 26),SPX,c,20.0,0.2,184,0.45330052386222375,2025-04-17,2026-04-14
(Apr 26),SPX,c,25.0,0.25,184,0.6457830530840521,2025-04-17,2026-04-14
(Apr 26),SPX,c,30.0,0.3,184,0.7658958725945608,2025-04-17,2026-04-14
(Apr 26),SPX,c,35.0,0.35,184,0.8118142678880963,2025-04-17,2026-04-14
(Apr 26),SPX,c,40.0,0.4,184,0.8242903188962328,2025-04-17,2026-04-14
(Apr 26),SPX,c,45.0,0.45,184,0.8273390489822439,2025-04-17,2026-04-14
(Apr 26),SPX,c,50.0,0.5,184,0.8487339444738707,2025-04-17,2026-04-14
(Apr 26),VIX,c,0.1,0.001,167,,2025-07-24,2026-04-14
(Apr 26),VIX,c,0.5,0.005,166,,2025-07-24,2026-04-14
(Apr 26),VIX,c,1.0,0.01,177,,2025-07-24,2026-04-14
(Apr 26),VIX,c,2.0,0.02,177,,2025-07-24,2026-04-14
(Apr 26),VIX,c,5.0,0.05,177,,2025-07-24,2026-04-14
(Apr 26),VIX,c,10.0,0.1,181,0.03318792423417797,2025-07-24,2026-04-14
(Apr 26),VIX,c,15.0,0.15,181,0.29524834478152107,2025-07-24,2026-04-14
(Apr 26),VIX,c,20.0,0.2,181,0.46036540551393473,2025-07-24,2026-04-14
(Apr 26),VIX,c,25.0,0.25,181,0.5497247224265314,2025-07-24,2026-04-14
(Apr 26),VIX,c,30.0,0.3,181,0.7130219253940785,2025-07-24,2026-04-14
(Apr 26),VIX,c,35.0,0.35,181,0.6524529735972159,2025-07-24,2026-04-14
(Apr 26),VIX,c,40.0,0.4,181,0.6573955197250804,2025-07-24,2026-04-14
(Apr 26),VIX,c,45.0,0.45,181,0.6715467363138715,2025-07-24,2026-04-14
(Apr 26),VIX,c,50.0,0.5,181,0.7455815361978834,2025-07-24,2026-04-14
(May 26),SPX,p,0.1,-0.001,159,-0.15497439376436922,2024-06-20,2026-04-14
(May 26),SPX,p,0.5,-0.005,159,0.36994817246737044,2024-06-20,2026-04-14
(May 26),SPX,p,1.0,-0.01,159,0.633113618572941,2024-06-20,2026-04-14
(May 26),SPX,p,2.0,-0.02,159,0.8380441812304901,2024-06-20,2026-04-14
(May 26),SPX,p,5.0,-0.05,159,0.8886204655010952,2024-06-20,2026-04-14
(May 26),SPX,p,10.0,-0.1,159,0.88717484577704,2024-06-20,2026-04-14
(May 26),SPX,p,15.0,-0.15,159,0.8969281760544673,2024-06-20,2026-04-14
(May 26),SPX,p,20.0,-0.2,159,0.8966579988798983,2024-06-20,2026-04-14
(May 26),SPX,p,25.0,-0.25,159,0.8963072008516593,2024-06-20,2026-04-14
(May 26),SPX,p,30.0,-0.3,159,0.9089763325808902,2024-06-20,2026-04-14
(May 26),SPX,p,35.0,-0.35,159,0.9015000455261771,2024-06-20,2026-04-14
(May 26),SPX,p,40.0,-0.4,159,0.9042745420478943,2024-06-20,2026-04-14
(May 26),SPX,p,45.0,-0.45,159,0.9050816763827488,2024-06-20,2026-04-14
(May 26),SPX,p,50.0,-0.5,159,0.8974706739608412,2024-06-20,2026-04-14
(May 26),VIX,p,0.1,-0.001,0,,2025-08-28,2026-04-14
(May 26),VIX,p,0.5,-0.005,0,,2025-08-28,2026-04-14
(May 26),VIX,p,1.0,-0.01,9,,2025-08-28,2026-04-14
(May 26),VIX,p,2.0,-0.02,119,,2025-08-28,2026-04-14
(May 26),VIX,p,5.0,-0.05,138,,2025-08-28,2026-04-14
(May 26),VIX,p,10.0,-0.1,154,,2025-08-28,2026-04-14
(May 26),VIX,p,15.0,-0.15,156,0.03983809752693224,2025-08-28,2026-04-14
(May 26),VIX,p,20.0,-0.2,156,0.23065189250434062,2025-08-28,2026-04-14
(May 26),VIX,p,25.0,-0.25,156,0.33934668416697206,2025-08-28,2026-04-14
(May 26),VIX,p,30.0,-0.3,156,0.39425148581244684,2025-08-28,2026-04-14
(May 26),VIX,p,35.0,-0.35,156,0.3918105740771785,2025-08-28,2026-04-14
(May 26),VIX,p,40.0,-0.4,156,0.39818987724623334,2025-08-28,2026-04-14
(May 26),VIX,p,45.0,-0.45,156,0.4839888484879386,2025-08-28,2026-04-14
(May 26),VIX,p,50.0,-0.5,156,0.5463972034484583,2025-08-28,2026-04-14
(May 26),SPX,c,0.1,0.001,159,,2024-06-20,2026-04-14
(May 26),SPX,c,0.5,0.005,159,0.05161301213475624,2024-06-20,2026-04-14
(May 26),SPX,c,1.0,0.01,159,0.00551579789111614,2024-06-20,2026-04-14
(May 26),SPX,c,2.0,0.02,159,0.12052945998185845,2024-06-20,2026-04-14
(May 26),SPX,c,5.0,0.05,159,0.10820103674378362,2024-06-20,2026-04-14
(May 26),SPX,c,10.0,0.1,159,0.18395748124979613,2024-06-20,2026-04-14
(May 26),SPX,c,15.0,0.15,159,0.3257768113498891,2024-06-20,2026-04-14
(May 26),SPX,c,20.0,0.2,159,0.4230695768451702,2024-06-20,2026-04-14
(May 26),SPX,c,25.0,0.25,159,0.4588616968037752,2024-06-20,2026-04-14
(May 26),SPX,c,30.0,0.3,159,0.7066555982826768,2024-06-20,2026-04-14
(May 26),SPX,c,35.0,0.35,159,0.8000855211606179,2024-06-20,2026-04-14
(May 26),SPX,c,40.0,0.4,159,0.8284045127981782,2024-06-20,2026-04-14
(May 26),SPX,c,45.0,0.45,159,0.8224894864475351,2024-06-20,2026-04-14
(May 26),SPX,c,50.0,0.5,159,0.8352076734152936,2024-06-20,2026-04-14
(May 26),VIX,c,0.1,0.001,155,,2025-08-28,2026-04-14
(May 26),VIX,c,0.5,0.005,155,,2025-08-28,2026-04-14
(May 26),VIX,c,1.0,0.01,156,,2025-08-28,2026-04-14
(May 26),VIX,c,2.0,0.02,156,,2025-08-28,2026-04-14
(May 26),VIX,c,5.0,0.05,156,,2025-08-28,2026-04-14
(May 26),VIX,c,10.0,0.1,156,,2025-08-28,2026-04-14
(May 26),VIX,c,15.0,0.15,156,0.04661878553060241,2025-08-28,2026-04-14
(May 26),VIX,c,20.0,0.2,156,0.24527144132626497,2025-08-28,2026-04-14
